  0.275660E+00  0.601634E+06  0.598417E+06 -0.120747E+00  0.221382E+00  0.000000E+00  0.601097E+06
  0.281119E+00  0.583925E+06  0.580785E+06 -0.125629E+00  0.223080E+00  0.000000E+00  0.583400E+06
  0.286685E+00  0.567863E+06  0.564848E+06 -0.169869E+00  0.212959E+00  0.000000E+00  0.567360E+06
  0.292362E+00  0.553114E+06  0.550252E+06 -0.147733E+00  0.189130E+00  0.000000E+00  0.552635E+06
  0.298151E+00  0.539104E+06  0.536400E+06 -0.157392E+00  0.171866E+00  0.000000E+00  0.538652E+06
  0.304055E+00  0.525219E+06  0.522653E+06 -0.941161E-01  0.179610E+00  0.000000E+00  0.524791E+06
  0.310076E+00  0.511001E+06  0.508533E+06 -0.152440E+00  0.161584E+00  0.000000E+00  0.510589E+06
  0.316216E+00  0.496286E+06  0.493876E+06 -0.114471E+00  0.142703E+00  0.000000E+00  0.495883E+06
  0.322477E+00  0.481235E+06  0.478855E+06 -0.125842E+00  0.136900E+00  0.000000E+00  0.480837E+06
  0.328863E+00  0.466250E+06  0.463890E+06 -0.808386E-01  0.138637E+00  0.000000E+00  0.465856E+06
  0.335375E+00  0.451800E+06  0.449469E+06 -0.862239E-01  0.111607E+00  0.000000E+00  0.451410E+06
  0.342015E+00  0.438229E+06  0.435951E+06 -0.986379E-01  0.117784E+00  0.000000E+00  0.437848E+06
  0.348788E+00  0.425630E+06  0.423430E+06 -0.927372E-01  0.112721E+00  0.000000E+00  0.425262E+06
  0.355694E+00  0.413829E+06  0.411721E+06 -0.271706E-01  0.103208E+00  0.000000E+00  0.413477E+06
  0.362738E+00  0.402480E+06  0.400464E+06 -0.701651E-01  0.847989E-01  0.000000E+00  0.402143E+06
  0.369920E+00  0.391235E+06  0.389297E+06 -0.491747E-01  0.924169E-01  0.000000E+00  0.390911E+06
  0.377245E+00  0.379896E+06  0.378015E+06 -0.403087E-01  0.811108E-01  0.000000E+00  0.379582E+06
  0.384715E+00  0.368490E+06  0.366649E+06 -0.405094E-01  0.760371E-01  0.000000E+00  0.368182E+06
  0.392333E+00  0.357219E+06  0.355414E+06 -0.579613E-01  0.750702E-01  0.000000E+00  0.356917E+06
  0.400102E+00  0.346339E+06  0.344573E+06 -0.409919E-01  0.594955E-01  0.000000E+00  0.346044E+06
  0.408024E+00  0.336011E+06  0.334296E+06 -0.506844E-01  0.599697E-01  0.000000E+00  0.335725E+06
  0.416104E+00  0.326228E+06  0.324572E+06 -0.399828E-01  0.562733E-01  0.000000E+00  0.325951E+06
  0.465004E+00  0.275016E+06  0.273623E+06 -0.238499E-01  0.405484E-01  0.000000E+00  0.274783E+06
